T,V,X,P1,P2,A,F,F1,F2,Q1,Q2,QI,QS,Y,U,DT
3.499991000090345e-01,	9.303174532867831e-01,	2.203029742717702e+00,	1.481711027786284e+06,	3.382072394414249e+06,	1.023337850874908e+00,	1.032651238374274e+01,	7.447891854526055e+03,	7.437565342142312e+03,	4.386352654530210e-03,	-2.763822465656024e-03,	4.386352654530210e-03,	-2.763822465656024e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.509991000090633e-01,	9.315276218438636e-01,	2.203960641631476e+00,	1.477605435934944e+06,	3.372554617035897e+06,	1.304965731988407e+00,	1.062024195042704e+01,	7.427254899320770e+03,	7.416634657370343e+03,	4.387409580655985e-03,	-2.759930616429109e-03,	4.387409580655985e-03,	-2.759930616429109e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.519991000090920e-01,	9.327367268926102e-01,	2.204892797511616e+00,	1.473426259885986e+06,	3.363125107806714e+06,	1.022617944131051e+00,	1.034998521305715e+01,	7.406248069601636e+03,	7.395898084388579e+03,	4.388485188549795e-03,	-2.756069440861519e-03,	4.388485188549795e-03,	-2.756069440861519e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.529991000091208e-01,	9.334232537426687e-01,	2.205825938350257e+00,	1.469192944992872e+06,	3.353775510016801e+06,	2.976300042048763e-01,	9.631862541631563e+00,	7.384969108374516e+03,	7.375337245832884e+03,	4.389574461623671e-03,	-2.752235638998717e-03,	4.389574461623671e-03,	-2.752235638998717e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.539991000091495e-01,	9.332830082762074e-01,	2.206759364495123e+00,	1.464954990489877e+06,	3.344485023366862e+06,	-5.724036158649586e-01,	8.760426466897115e+00,	7.363666825924835e+03,	7.354906399457938e+03,	4.390664657833818e-03,	-2.748420778456773e-03,	4.390664657833818e-03,	-2.748420778456773e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.549990000091783e-01,	9.323485077597846e-01,	2.207692142615445e+00,	1.460772012541851e+06,	3.335229786099017e+06,	-1.235669820343768e+00,	8.087815257254078e+00,	7.342640885776900e+03,	7.334553070519646e+03,	4.391740446168654e-03,	-2.744615119722314e-03,	4.391740446168654e-03,	-2.744615119722314e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.559990000092070e-01,	9.309708079275869e-01,	2.208623818447872e+00,	1.456688110808335e+06,	3.325989118364121e+06,	-1.428532742012965e+00,	7.881175337262903e+00,	7.322112956993660e+03,	7.314231781656397e+03,	4.392790499671514e-03,	-2.740810180088647e-03,	4.392790499671514e-03,	-2.740810180088647e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.569990000092358e-01,	9.296744954381913e-01,	2.209554111831686e+00,	1.452716487877868e+06,	3.316758483310458e+06,	-1.079897742603654e+00,	8.216847211778258e+00,	7.302149403022367e+03,	7.293932555810588e+03,	4.393811443337005e-03,	-2.737004090563994e-03,	4.393811443337005e-03,	-2.737004090563994e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.579990000092645e-01,	9.289441250216051e-01,	2.210483358824948e+00,	1.448833041743129e+06,	3.307547719054630e+06,	-3.373954176918872e-01,	8.952045832524163e+00,	7.282629073962236e+03,	7.273677028129712e+03,	4.394809490981625e-03,	-2.733200911390477e-03,	4.394809490981625e-03,	-2.733200911390477e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.589990000092933e-01,	9.290300677288587e-01,	2.211412276060073e+00,	1.444986956300068e+06,	3.298377722995098e+06,	4.950851498933400e-01,	9.785385827181926e+00,	7.263296540218473e+03,	7.253511154391291e+03,	4.395797713566342e-03,	-2.729409301405758e-03,	4.395797713566342e-03,	-2.729409301405758e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.599990000093221e-01,	9.298511337791281e-01,	2.212341667437769e+00,	1.441121464778248e+06,	3.289271822703770e+06,	1.081714944087723e+00,	1.038022628187900e+01,	7.243866460885043e+03,	7.233486234603164e+03,	4.396790698599548e-03,	-2.725638974444269e-03,	4.396790698599548e-03,	-2.725638974444269e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.609990000093508e-01,	9.310318137374547e-01,	2.213272099822484e+00,	1.437196714625630e+06,	3.280246289758533e+06,	1.190145219546043e+00,	1.050046335692059e+01,	7.224138515189447e+03,	7.213638051832527e+03,	4.397798676869693e-03,	-2.721896770184822e-03,	4.397798676869693e-03,	-2.721896770184822e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.619989000093796e-01,	9.320572127759339e-01,	2.214203585308927e+00,	1.433205916786867e+06,	3.271304711664474e+06,	7.835100754070599e-01,	1.010408220316640e+01,	7.204078577617957e+03,	7.193974495414791e+03,	4.398823381070797e-03,	-2.718184295301817e-03,	4.398823381070797e-03,	-2.718184295301817e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.629989000094083e-01,	9.324822797038436e-01,	2.215135918100399e+00,	1.429176141293876e+06,	3.262433452120655e+06,	3.231663370708304e-02,	9.357139430745519e+00,	7.183822716989954e+03,	7.174465577559208e+03,	4.399857851281624e-03,	-2.714495998526599e-03,	4.399857851281624e-03,	-2.714495998526599e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.639989000094371e-01,	9.321091021653977e-01,	2.216068280006821e+00,	1.425158994458451e+06,	3.253611902070041e+06,	-7.567326882772463e-01,	8.564358333376731e+00,	7.163630334917520e+03,	7.155065976584143e+03,	4.400888837611864e-03,	-2.710823392744436e-03,	4.400888837611864e-03,	-2.710823392744436e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.649989000094658e-01,	9.310634419673803e-01,	2.216999909009249e+00,	1.421208090057411e+06,	3.244817596729594e+06,	-1.266000640784839e+00,	8.044633778888965e+00,	7.143770923632391e+03,	7.135726289853502e+03,	4.401902587527571e-03,	-2.707157170237463e-03,	4.401902587527571e-03,	-2.707157170237463e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.659989000094946e-01,	9.297395815327625e-01,	2.217930312918816e+00,	1.417357834349424e+06,	3.236036080042039e+06,	-1.294694802498860e+00,	8.002701012828766e+00,	7.124417427851099e+03,	7.116414726838270e+03,	4.402890287748396e-03,	-2.703491318196025e-03,	4.402890287748396e-03,	-2.703491318196025e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.669989000095233e-01,	9.286381521441992e-01,	2.218859463444794e+00,	1.413609835555340e+06,	3.227266528151312e+06,	-8.379259326517534e-01,	8.448455588790239e+00,	7.105577931373206e+03,	7.097129475784415e+03,	4.403851543383586e-03,	-2.699825493509295e-03,	4.403851543383586e-03,	-2.699825493509295e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.679989000095521e-01,	9.281634869592814e-01,	2.219787801154082e+00,	1.409932682345904e+06,	3.218521816809782e+06,	-8.594317954018749e-02,	9.195691690052627e+00,	7.087094543639148e+03,	7.077898851949096e+03,	4.404794425267097e-03,	-2.696165089548070e-03,	4.404794425267097e-03,	-2.696165089548070e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.689989000095809e-01,	9.284624917294674e-01,	2.220716051963550e+00,	1.406274993004073e+06,	3.209823082834093e+06,	6.550294379846715e-01,	9.939654355279345e+00,	7.068708991973176e+03,	7.058769337617897e+03,	4.405732116109215e-03,	-2.692518993981866e-03,	4.405732116109215e-03,	-2.692518993981866e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.699988000096096e-01,	9.293690878754868e-01,	2.221644838589948e+00,	1.402586677861280e+06,	3.201191900889201e+06,	1.087429409584066e+00,	1.038112028833893e+01,	7.050169498243433e+03,	7.039788377955094e+03,	4.406677456185645e-03,	-2.688896326419960e-03,	4.406677456185645e-03,	-2.688896326419960e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
